jaah	jaahh
olema	onn
ja	ja
aga	aga
praegu	`praegus
olema	on
ikka	`ikka
lest	lesta
aeg	aeg
jah	jahh
kui	kui
ikka	ikka
põhi	pöha
poolt	poolt
tuul	tuul
siis	siis
minema	mine
lestile	lestile
ning	ning
tooma	too
lest	`lesti
selle+pärast	selle+bärast
siin	sii
müük	müigil
olema	onn
ka	kaa
palju	palju
lest	`lesti
aga	aaga
pood	poes
ei	äij
olema	ole
oh	ohh
ajama	aeas
küll	küll
igavene	igavesed
suur	suured
vat	vat
see	se
igavene	igavene
suur	suur
kõrge	`körge
kivi	kivi
olema	onn
meie	meittel
seal	säl
ees+rand	ees+rannas
seal	säl
süüd	süidi
pool	pol
kant	`kanttis
mis	miss
jää	jääd
olema	onn
üles	üles
tooma	toond
ajama	aeab
küll	küll
noh	nohh
siis	siis
ei	äi
saama	saa
ka	kaa
aga	aga
siis	siis
tema	ta
pressima	pressib
kokku	kogu
jälle	`jälle
külmama	`külmab
ja	ja
jah	jahh
käima	käima
jää	jää
ajama	aeab
vahel	vahel
nii	nii
paksult	paksult
kokku	kogu
aga	aga
külmama	`külmab
kokku	kogu
et	et
saama	saab
üle	üle
ka	kaa
noh	nohh
aju	aeu
jää	jää
liikuma	`liikkuv
liikuma	`liikkuv
jää	jää
tulema	tuleb
ja	ja
minema	leheb
ja	ja
jah	jahh
käija	`keibijatte
polk	polk
vahel	vahel
olema	onn
siin	sii
ning	ning
vahel	vahel
olema	onn
seal	sääl
olema	oli
ka	kaa
jah	jahh
aga	aga
no	noo
umbest	`umbast
et	et
et	et
tükkis	`tükkis
olema	pole
aga	aga
seda+moodi	seda+modi
suur	sur
leheline	leheline
ikka	`ikka
ja	ja
kirs	kirre
kord	kord
et	et
inimene	inimest
ei	äi
tassima	tassi
peal	peal
mitte	mette
ei	äi
saama	saa
läbi	läbi
paat	paadiga
ep	p
saama	saa
ka	kaa
ja	ja
ootama	`ootta
nii	nii
kaua	kauwa
kui	kut
üks+kord	ühe+gorra
pääsema	`pääseb
jälle	jälle
seal	sääl
olema	onn
hüljes	`ülged
ja	ja
jah	jahh
olema	onn
hüljes	`ülged
olema	on
suur	suured
ning	ning
need	neid
olema	on
pisem	pisemaid
ka	kaa
üks+kord	ühe+gorra
üks	üks
ajama	aeas
meie	meitte
paat	paadi
kõrvast	`körvast
äkist	äkkist
sedasi	sedasi
pea	pää
üles	üles
üsna	üsna
kohutama	kohuttas
siis	siis
vaatama	`vaattas
suur	sured
vunts	vunsid
olema	olid
ning	ning
mina	moo
isa+isa	isa+isa
ning	ning
käima	käisid
jälle	`jälle
hülge+jää	`ülge+jääl
iganes	iganis
kaugel	`kaugel
sedasi	sedasi
see	seda
käim	käima
jää	jääd
kaudu	kaudu
olema	oli
külmetama	külmettand
ja	ja
minema	läksid
peale	`peale
äkist	äkkist
nägema	näind
et	et
jää	jää
hakkama	akkab
liikuma	`liikkuma
hakkama	akkab
välja+poole	välja+pole
minema	minema
no	no
siis	siis
nemad	nad
olema	olid
see	se
igavene	igavese
jooks	joosuga
tulema	tulnd
ning	ning
vana+isa	vana+isa
olema	oli
hobune	obusega
vastus	`vastus
olema	olnd
ning	ning
sealt	sält
kus	kuss
kindel	`kindel
jää	jää
olema	oli
ootama	`oottamas
nemad	neid
ning	ning
siis	siis
nemad	nendel
olema	oli
sihuke	`söukke
pisine	pisine
paat	paet
mis	millel
tald	tallad
all	all
olema	olid
raud+tald	raud+tallad
see	see
hüüdma	`üitti
eis+tuk	`ees+tokkiks
ning	ning
see	selle
peale	`pääle
panema	panid
siis	siis
need	nee
hüljes	`ülged
kui	kui
nemad	nad
olema	olid
saama	saand
ning	ning
tooma	töid
siis	siis
sinna	`sönna
kus	kuss
hobune	obu
olema	oli
aga	aga
olema	oli
olema	olid
ka	ka
jooks	joosuga
tulema	tulnd
selle+pärast	selle+bärast
et	et
et	et
olema	oli
nägema	näha
et	et
jää	jää
hakkama	akkab
ära	ära
minema	minema
kaugemale	`kaugemale
väike	`väikke
paat	paet
väike	`väikke
paat	paet
jah	jahh
jaa+jah	jaa+jahh
tald	tallad
all	all
lai	lai
lai	lai
laiem	laijem
põhi	pöhi
ja	ja
noh	nohh
kus	kuss
siis	siss
tema	taa
jõudma	jöuwa
ju	ju
miski	midad
umbest	`umbast
siis	siss
aer	`aerudega
siis	siss
aga	aga
jää	jää
jää	jää
vedamine	vädamise
jaoks	jäuks
tald	tallad
olema	olid
all	all
ja	ja
jah	jaah
mina	maa
olema	ole
maitsma	maida
saama	saand
ruhnlane	`ruhnlased
käima	käisid
meie	meittel
jälle	`jälle
hüljes	`ülgeid
püüdma	`püidmas
Ruhnu	Ruhnu
mees	mehed
ning	ning
siis	siis
jälle	`jälle
nemad	naad
suitsetama	suitsettasid
need	neid
seal	sääl
ning	ning
tooma	töid
meie	meittele
üks	üks
ütlema	`ütles
et	et
kui	kui
kui	kui
meie	meije
pidama	pidiks
hüljes	`ülge
liha	liha
tooma	`tooma
siis	siis
teie	teije
pidama	pidiks
oksendama	oksendama
hakkama	`akkama
aga	äga
olema	pole
mina	ma
oksendama	oksendand
ühti	`ühtid
ning	ning
olema	pole
sööma	söönd
ka	kaa
nii	nii
palju	palju
ikka	`ikka
võõras	vööras
see	se
liha	liha
et	et
ei	äi
tegema	tee
jälle	`jälle
isu	isu
sööma	`süija
suur	suur
paks	paks
tema	ta
olema	onn
küll	küll
ja	ja
rasv	`rasva
ka	kaa
rasv	`rasva
nemad	nad
saama	said
tublisti	tublisti
hüljes	`ülge
rasv	`rasva
jah	jahh
oh	ohh
jah	jahh
olema	oli
küll	küll
mina	maa
teadma	tää
meie	meittel
käima	käisid
üks+kord	ühe+korra
toomas	`toomad
oi	oi
tantsima	`tantsisid
olema	olid
isane	isased
inimene	inimesed
puha	puhas
ning	ning
papa	pappa
tooma	töi
siis	siis
jälle	`jälle
ämber	`ämbriga
õlu	ölut
ka	kaa
ning	ning
oi	oi
oi	oi
jooma	jöid
ning	ning
tantsima	`tantsisid
hirmsasti	`irmpsest
hirmsasti	`irmpsest
olema	olid
aga	äga
pikk	`pitkad
habe	abemettega
jaah	jaahh
oh	ohh
need	neid
olema	oli
iganes	iganis
joo	joo
need	neid
paar	paar
kümme+kond	kümmegond
olema	oli
mina	ma
teadma	tää
millal	millal
see	se
olema	oli
sedasi	sedasi
hirmsasti	`irmpsa
pikk	pikk
habe	abe
olema	oli
ning	ning
üks+kord	ühe+korra
käima	käisid
meie	meittel
jälle	`jälle
need	nee
meie	meitte
vana+mees	vana+mes
küsima	küsis
et	et
kas	kass
see	see
emane	emast
ka	kaa
veel	veel
tahtma	tahab
saama	`saaja
et	et
kas	kass
see	sellel
kerkima	`kerkkib
ka	kaa
veel	veel
siis	siis
jälle	`jälle
ütlema	`ütless
iganes	iganis
tahtma	tahab
see	se
see	see
olema	oli
Ärjama	Ärjama
Vassili	`Vassili
siis	siis
jaah	jaahh
hulgas	`ulkkas
jah	jahh
nõnda	nöndat
kadri+ki	kadridkid
käima	käisid
hulgas	`ulkkas
ju	ju
kadri	kadrid
ning	ning
luuts	lutsid
ning	ning
need	nee
käima	käisid
kõik	käik
hulgas	`ulkkas
jah	jahh
hirmsasti	`irmpse
uhke	`uhked
olema	olid
suur	surde
kübar	kübarattega
olema	olid
ning	ning
üks+kord	ühe+korra
käima	käisid
nii	nii
need	nee
kõik	käik
jälle	`jälle
ka	kaa
suur	suure
arv	arvu
olema	oli
teadma	tead
see	seda
vahe	vahet
pidama	`päätti
nõnda	nönda
kui	kut
jälle	`jälle
nüüd	nüid
nüüd	nüid
ei	ep
olema	pole
ju	ju
need	neid
päev	`päävi
üldse	`ültse
enam	änam
miski	midagid
saama	`saaja
nemad	nendel
olema	oli
pill	pil'l
kes	kellel
olema	oli
õlu	ölut
see	see
andma	`andas
kes	kellel
ei	es
olema	ole
minema	läksid
muidu	muidu
ka	kaa
aga	äga
olema+ks	oliks
nemad	nendel
siuke	`söuksed
toores	`toored
kepp	keppid
puu	puust
kepp	keppid
ka	kaa
käes	käe
too	too
olema	on
vahest	vast
toores	`toori
puu	puug
jah	jahh
mm	mm
joo	joo
nemad	nendel
miski	midad
siuke	sihandussi
kepp	`keppisid
ikka	ikka
olema	oli
ka	kaa
Andrus	`andrus
ahi	ahju
hark	argiga
ning	ning
sedasi	sedasi
olema	olid
luuts	lut´s
luud	luuwa
vars	varrega
ja	ja
need	neid
mina	ma
olema	pole
need	neid
meie	me
olema	pole
nägema	näind
aga	äga
luuts	`lutsid
käima	käisid
ka	ka
küll	küll
no	no
need	need
olema	olid
emane	emased
inimene	inimesed
kõik	käik
või	vöi
kadri	kadride
moodi	`moodi
kübar	kübarattega
olema	olid
ikka	`ikka
ooh	oohh
suur	sured
tutt	`tuttidega
kübar	kübarad
olema	olid
peas	pääs
hirmsasti	`irpse
uhke	`uhked
olema	olid
nooh	nooh
soo	soo
emm	emm
teadma	tääb
ju	ju
need	nee
puha	puhas
ka	kaa
ei	äi
teadma	tää
rätt	rätid
olema	olid
üll	üll
ooh	ooh
nemad	nendel
olema	olid
suur	sured
olema	oli
kadri	kadril
olema	oli
rätt	rätid
õlg	`õlgadel
jaah	jaah
noh	nohh
need	nee
olema	olid
ju	ju
teadma	tead
siuke	`seokked
suur	surde
pits	`pitsidega
ning	ning
jaah	jaah
jaah	jaah
ning	ning
tutt	`tuttidega
ning	ning
teadma	tead
tutt	tuttid
olema	olid
paber	`paprid
olema	olid
paber	`paprist
tutt	tuttid
olema	olid
üks+kord	ühe+korra
ümber	`ümber
kord	korra
ümber	`ümber
üks+kord	ühe+korra
olema	oli
ju	ju
see	seda
suur	surt
tutt	tutti
paber	`paprid
iganes	iganis
palju	palju
need	nendest
olema	olid
siis	siis
kõik	keik
ümber	`ümber
nõnda	nöndat
need	nee
olema	olid
igavene	igavesed
uhke	`uhked
olema	olid
valge	`valged
alus+kuub	alus+kuuwed
olema	olid
mis	miss
nemad	nendel
seljas	seljas
olema	olid
ning	ning
siis	siis
ei	äi
nemad	naad
tegema	tegid
ju	ju
need	neid
ka	kaa
suur	surt
tutt	tutti
paber	`paprid
jah	jahh
tutt	tutti
paber	`paprittega
olema	olid
siis	siis
ehtima	ehidud
sedasi	sedasi
kiut	kiudud
üks+kord	ühe+korra
poiss	poisid
käima	käisid
meie	meittele
kadri	kadriks
Aavik	Aavigu
Miina	Miina
rääkima	räägib
minema	mine
Miina	Miina
juurde	`juure
Miina	Miina
teadma	tääb
ju	ju
ka	kaa
hirmsasti	`irmpsest
Miina	Miina
rääkima	`rääkkis
kuidas	kuidas
nemad	nende
poiss	poisid
käima	käind
olema	onn
siin	sii
kadri	kadriks
ning	ning
kõik	käik
olema	olnd
poiss	poisid
ning	ning
siin	sii
meie	mee
vaatama	`vaatsime
et	et
kõik	käik
olema	onn
tüdruk	tüdrugud
suur	sured
kübar	kübarad
olema	olid
peas	pääs
ning	ning
need	nee
olema	olid
hirmus	irm
tutt	`tuttidega
ehtima	ehidud
ning	ning
suur	sur
loor	loor
olema	oli
ju	ju
üks	ühel
olema	oli
ees	ies
jaah	jaahh
nõnda	nöndat
pale	`palged
olema	olid
nemad	nendel
kinni	`kinni
ikka	`ikka
need	nee
ei	s
olema	ole
ikka	`ikka
sedasi	sedasi
paljas	paljaste
pale	palettega
mitte	`mette
et	et
sina	sa
need	neid
tundma	`tuntsid
see	seda
ei	s
olema	ole
pill+mees	pilli+mehel
olema	oli
üksi	üksi
paljas	paljas
pale	pale
jaah	jaahh
pill+mees	pilli+mes
olema	oli
ikka	`ikka
Ärjama	Ärjama
või	vöi
see	see
jälle	`jälle
mis	mis
see	se
August	`August
olema	oli
nüüd	nd
siis	sis
Elsesso	Elsesso
August	`August
olema	oli
pill+mees	pilli+mes
Elsesso	Elsesso
August	`August
olema	oli
pill	pilliga
olema	pole
nemad	naad
olema	pole
miski	midad
noh	nohh
laps	`lapsi
nemad	naad
tahtma	`tahtsid
ikka	`ikka
lugema	lugema
ka	kaa
panema	`panna
siuke	sihandsed
nemad	naad
olema	olid
meie	mee
jooksma	joosime
ikka	`ikka
jälle	`jälle
kamber	`kambri
sool	soola
keha	kiha
taha	taha
ikka	`ikka
hulgas	`ulkkas
hulgas	`ulkkas
ikka	`ikka
hulgas	`ulkkas
ikka	ikka
hulgas	`ulkkas
ikka	`ikka
hulgas	`ulkkas
hulgas	`ulkkas
ning	ning
nõnda	nönda
tantsima	`tantsisid
et	et
üsna	üsna
põrand	parand
põruma	pörus
meie	mee
olema	olime
vahel	vahel
magama	magames
kui	kui
tulema	tulid
ning	ning
kell	kell
olema	oli
kaks+teist	kaks+teist
nägema	nää
nii	nii
palju	palju
olema	oli
ikka	`ikka
et	et
sina	saa
pidama	pead
üles	üles
tõusma	`töusma
ning	ning
nemad	nad
sisse	`sisse
laskma	`laskma
ei	ei
meie	meitte
papa	pappa
laskma	`laskes
ikka	`ikka
kõik	käik
sisse	`sisse
see	seda
ei	s
olema	ole
ju	ju
ilmaski	`ilmaskid
kui	kui
kui	kui
keegi	kedagid
aken	`akna
taha	ta
tulema	tuli
kadri	`katrisid
kadri	kadri
või	vöi
toomas	toomast
või	vöi
luuts	`lutsi
ikka	`ikka
tema	ta
tegema	tegi
uks	ukse
lahti	`lahti
ning	ning
laskma	`laskes
sisse	`sisse
jah	jahh
mhmh	mhmh
jah	jahh
ei	äi
need	neid
pere	peresid
olema	oli
ka	kaa
kus	kuss
ei	es
laskma	`lasta
sisse	`sisse
sinna	`sönna
ei	s
minema+ki	lehegid
mis	mis
sina	sa
minema	lehed
siis	s
sinna	`sönna
seal	seal
ei	p
laskma	`lasta
sisse	`sisse
noh	nohh
õun	`öuni
ning	ning
siuke	`söuksi
asi	`asju
andma	`antti
ju	ju
jah	jahh
andma	`antti
küll	küll
jälle	`jälle
kui	kui
kadri	kadrid
käima	käisid
nemad	nendele
andma	`antti
ju	ju
pall	`palli
siis	siis
keetma	keedetti
ikka	`ikka
pall	`palli
ning	ning
siis	siis
nemad	nendel
olema	oli
suur	sur
pall	palli
kott	kot´t
ka	kaa
kael	`kaelas
üks	üks
olema	oli
pall	palli
kott	kotti
mees	mees
ning	ning
siis	siis
nemad	nendele
andma	`antti
ikka	`ikka
siuke	`söuksed
pall	`palli
riie	`riidest
kott	kottid
olema	olid
selja+kott	selja+kottid
jah	jahh
ei	es
olema	ole
siuke	sihandsed
kohver	`kohvrid
ühti	`ühtid
kanne	`kandmega
selja+kott	selja+kottid
ikka	`ikka
üks+kord	ühe+korra
käima	käisid
kadri	kadrid
käima	käisid
oma	oma
pall	`pallisid
meie	meittel
sööma	`söömas
jah	jahh
jah	jahh
jah	jahh
minema	läksid
tulema	tulid
sisse	`sisse
ning	ning
tahtma	`tahtsid
tulema	`tulla
ning	ning
tahtma	`tahtsid
sisse	`sisse
tulema	`tulla
ning	ning
siis	siis
jälle	`jälle
kes	kes
see	se
olema	oli
siis	siis
Kaavi	Kaavi
Reedik	Reedigu
Ella	Ellad
pidama	pidand
peksma	`peksma
üks	üks
olema	oli
noh	nohh
see	see
olema	oli
nüüd	nüid
hiljem	iljemini
jah	jahh
Kiili	Kiili
Kiili	Kiili
õu	`öuwes
panema	pand
üle+kaela	üle+gali
ning	ning
siis	siis
arvama	`arvand
üks	ühe
poiss	poisi
olema	olavad
siis	siis
Ella	Ella
olema	oli
kisama	kisama
hakkama	`akkand
et	et
ei	äi
ei	äi
ärge	ärge
tegema	`tehke
liiga	`liiga
mitte	`mette
siis	siis
nägema	näind
et	et
emane	emane
siis	siis
laskma	`laskend
lahti	`lahti
tema	taa
olema	oli
ikka	`ikka
paar	paari
matsakas	matsagud
saama	saand
vastu	`vastu
pale	palet
ka	kaa
käima	käisid
käima	käisid
naine	naised
püksid	püksid
olema	olid
jalas	jalas
siis	siis
ei	ess
kandma	kanna
ju	ju
ükski	`ükskid
püksid	`püksi
aga	aga
nägema	`näät
sina	sa
kui	kui
mart	mardiks
minema	läksid
siis	siis
naine	naised
panema	panid
oma	omale
püksid	püksid
jalga	`jalga
jaah	jaahh
minema	läksid
ei	äi
noh	nohh
jah	jahh
need	nee
olema	olid
ikka	`ikka
isane	isaste
riie	riijettega
mart	mar´t
aga	aga
kadri	kadri
olema	oli
ikka	`ikka
kena	kenade
uhke	`uhked
noh	nohh
isane	isased
olema	olid
ju	ju
kleit	`leittidega
ka	kaa
jah	jahh
ei	äij
teadma	täa
jaah	jaahh
kui	kui
nemad	nad
kadri	kadriks
käima	käisid
siis	siis
nemad	nad
olema	olid
kleit	`leittidega
vene	vene
aeg	`aega
ära	ää
ju	ju
jaah	jaahh
olema	oli
veel	veel
jaah	jaahh
olema	oli
veel	veel
jaah	jaahh
ikka	`ikka
olema	oli
aga	aga
olema	oli
vähem	vähem
ka	kaa
aga	aga
aga	aga
jälle	`jälle
nüüd	nüid
venelane	venelane
kaotama	`kauttas
ju	ju
puha	puhas
ära	ää
nüüd	nüd
paar	paari
päev	päävaga
ju	ju
sina	saa
võima	vöid
ju	ju
ka	kaa
leer	`leeri
minema	`menna
võima	vöib
küll	küll
jah	jahh
võima	vöib
küll	küll
võima	vöib
küll	küll
jah	jahh
olema	oli
küll	küll
olema	olid
ikka	`ikka
kena	kenad
küll	küll
ka	kaa
siin	sii
Kihelkonna	Kihelgonna
noh	nohh
meie	mee
olema	olime
sügisel	sügise
leer	`leeris
ju	ju
ning	ning
poiss	poisid
olema	olid
kevadel	kevade
jah	jahh
palmi+puu	palmi+puude
püha	pühal
ikka	`ikka
poiss	poisid
olema	olid
leer	`leeris
õnnistama	önnistamas
aga	aga
meie	mee
olema	olime
siis	siis
sügisel	sügise
peale	`pääle
mihkli+päev	mihkli+bed
mihkli+päev	mihkli+`bääva
peale	`pääle
mihkli+päev	mihkli+bed
nõnda	nönda
mart	mardi
aegu	`aegu
mart	mardi
aeg	aeg
jah	jahh
meie	meittel
olema	oli
juba	juba
sant	san´t
aeg	aeg
siis	siis
olema	oli
juba	juba
lumi	lumi
olema	oli
vahest	vahest
maa	maas
ning	ning
sadama	sadas
lobjakas	lobjagud
aga	aga
siis	siis
pärast	pärast
hakkama	`hakkasid
sedasi	sedasi
et	et
olema	olid
tüdruk	tüdrukkud
ning	ning
poiss	poisid
olema	olid
segamini	segamini
suvel	sui
jah	jahh
siis	siis
hakkama	akkatti
suvel	sui
võtma	`vötma
siis	siis
olema	olid
suvel	sui
jah	jahh
jah	jahh
kus	kuss
siis	siis
laulma	`laulusid
ning	ning
olema	pole
Naps	`Napsi
enam	änam
ning	ning
olema	pole
Naps	Napsi
poeg	`poega
enam	änam
venelane	venelased
lööma	löid
Naps	Napsi
poeg	poja
maa	maha
laul	`laulude
tegija	tegija
koht	koht
olema	oli
Taritu	Tarittu
juures	`juures
see	see
olema	oli
seal	sääl
jah	jah
Taritu	Tarittu
väli	väljal
seal	sää
tee	tee
ääres	`ääres
härg	ärjad
ning	ning
Pääniske	Pääniskel
Pääniske	Pääniske
olema	oli
kõige	käige
viimaks	viimaks
teine	teistel
ei	es
olema	sole
enam	änam
jaa	jaa
jah	jahh
üle+maa	üle+ma
mees	mehed
käima	käisid
siin	sii
härg	`ärgi
ostma	`ostmas
ning	ning
mina	maa
kündma	`küntsi
siin	sii
sama	sammas
laut	lauda
taga	taga
härg	`ärgadega
ütlema	`ütle
et	et
kas	kass
see	se
olema	pole
raske	`raske
töö	töö
ka	kaa
see	see
härg	`ärgadega
kündmine	`kündmine
kaks	kaks
suur	suurt
mehine	mihist
härg	`ärga
ees	ees
need	nee
olema	oli
ju	ju
see	see
olema	oli
ju	ju
nii	nii
kerge	`kerge
nemad	nende
härg	`ärgadel
vits	vits
peo	püus
ning	ning
jaah	jaahh
ning	ning
kui	kui
nemad	nad
see	selleks
olema	olid
harjuma	`arjund
nägema	`näät
sina	sa
pöörama	pööra
ning	ning
muisutama	muusuda
muisutama	muusuda
jälle	`jälle
jääma	jääb
seisma	`seisma
ning	ning
ike	igid
olema	olid
peas	pääs
ike	igid
olema	olid
peas	pääs
aga	aga
siis	sis
viimaks	`viimaks
kuulma	kule
kuulma	kule
hakkama	aksid
rangid	`rangidega
ka	kaa
olema	oli
peas	pääs
ning	ning
ning	ning
siis	siis
see	selle
ike	igil
olema	oli
suur	sur
rahe	rahe
ning	ning
ning	ning
see	see
panema	`pandi
siis	siis
ratas	rattaste
rihm	`rihmadega
see	se
panema	`pandi
ju	ju
härg	ärja
noh	nohh
rihm	`rihmadega
panema	`pandi
sarv	`sarvede
külge	`külge
ju	ju
sarv	`sarvede
külge	`külge
jah	jahh
härg	ärjad
ike	igise
need	need
härg	ärja
jutt	juttad
jaah	jaah
suur	sured
jutt	juttad
ning	ning
siis	sis
see	sellel
olema	oli
keskel	keskel
siuke	`söukke
suur	sur
jälle	`jälle
suur	sur
e	e
jälle	`jälle
kui	kut
rangi+room	ra~ngi+room
jaah	jaahh
ning	ning
see	selle
siuke	`söukke
olema	oli
keskel	`keskel
see	see
panema	`pandi
sinna	`sönna
ratas	rattaste
pulk	`pulkade
taha	taha
ratas	rattaste
vehmer	`vehmri
taha	taa
või	vöi
pulk	`pulkade
taha	taha
see	sellel
olema	oli
ees	ees
siuke	sihandune
üks+kord	ühe+korra
olema	olid
ju	ju
paar	paari
loom	`loomade
ratas	`rattad
suur	sur
siis	sis
kui	kui
meie	mee
olema	olime
suur	sur
pikk	pik
noh	nohh
need	nee
olema	olid
ju	ju
siuke	sihandsed
hobune	oostel
käima	käisid
puu+ratas	puu+`rattad
hobune	oostel
käima	käisid
kael+puu	kael+butte
jälle	jälle
rangid	`rangide
küljes	küljes
ju	ju
mhm	mhm
ning	ning
siis	siis
jälle	`jälle
seal	sääl
olema	oli
suur	sur
rõngas	rö~ngas
olema	oli
nemad	nende
nemad	nendel
ju	ju
küljes	küljes
ning	ning
siis	siis
vehmer	`vehmer
panema	`pandi
sealt	säält
rõngas	`röngast
läbi	läbi
ju	ju
mm	mm
astutama	astudetti
ette	ede
jah	jahh
Laasi	Laasil
olema	oli
küll	küll
mina	maa
tahtma	taha
vaatama	`vaatta
kui	kui
nemad	nad
olema	pole
see	seda
ära	ära
viima	viind
aga	äga
härg	`ärgadega
ei	s
olema	ole
sant	sandem
kündma	künda
kui	kut
hobune	obusega
noh	noh
härg	ärjad
olema	olid
ju	ju
tugev	tugevad
nemad	naad
ju	ju
kaks	kaks
tükk	`tükki
olema	olid
nemad	nad
olema	olid
suur	sured
tugev	tugevad
olema	oleks
nemad	nendel
veel	veel
rangid	ra~ngid
kael	`kaelas
olema	olnd
siis	siis
nemad	naad
olema	oleks
no	no
siia	`siije
Pääniske	Pääniskele
olema	oli
kõige	käige
viimaks	`viimuks
e	e
olema	olid
tang	`tangidega
see	see
see	see
olema	oli
siis	siis
nemad	nad
vedama	vädasid
hein	`einu
see	sellega
ning	ning
üks	`ühte
ning	ning
teine	teist
tegema	tegid
helde	`elde
jeevel	`jeevel
siin	sii
jälle	`jälle
meie	me
olema	olime
siis	siis
Sarga	Sargal
vedama	vädasid
ju	ju
oma	oma
lehm	lehmaga
see	selle
aeg	aja
hein	einad
kodu	koju
ning	ning
sõtkuma	sötkutti
ning	ning
siis	siis
panema	`pandi
jahu	jahud
peale	`pääle
ning	ning
siis	siis
panema	`pandi
hapnema	`apnema
hapnema	`apnema
jääma	jähi
ööseks	`öösseks
hapnema	`apnema
hommikul	oomikku
siis	siis
sõtkuma	sötkutti
uuesti	uuwesti
nüüd	nüid
kena	kenaks
e	e
nõnda	nöndat
aitama	`aittab
ahi	`ahju
panema	`panna
natuke	nattuse
aeg	`aega
laskma	`lasti
veel	veel
kerkima	`kerkkida
ning	ning
jaah	jaahh
ning	ning
siis	siis
laskma	`lasti
nõnda	nöndat
tema	ta
kerkima	`kerkkib
veel	veel
ning	ning
siis	siis
panema	`pandi
tuli	tuli
ahi	`ahju
ning	ning
panema	`pandi
ahi	`ahju
ning	ning
hoopis	`ooppis
hea	param
leib	leib
olema	oli
kui	kut
praegu	`paergus
nüüd	nüid
olema	oo
kes	kess
tahtma	`tahtas
kes	kess
tahtma	`tahtas
villel	villel
villel	villel
vesi	`veega
olema	oli
see	se
aga	äga
enamasti	änamast
olema	oli
ikka	`ikka
villel	villel
vesi	`veega
aga	äga
aga	äga
mõni	möni
laskma	`laskes
ju	ju
keema	`keema
ka	kaa
minema	`minna
mina	maa
teadma	tää
meie	meitte
emm	emm
laskma	`laskes
ikka	`ikka
oma	omal
keema	`keema
minema	`minna
ei	ei
keema	`keemas
siis	siis
tema	ta
tahtma	`tahtas
ikka	`ikka
rohkem	`rohkem
sedasi	sedasi
ära	ära
vaibuma	`vaibuda
see	se
leib	leib
ei	äi
olema	pole
miski	midad
vahel	vahel
olema	oli
pisike	pisine
piire	piire
all	all
aga	aga
vahel	vahel
ei	es
olema	ole
miski	midad
aga	äga
olema	oli
olema	oli
need	neid
kord	`kordi
küll	küll
ka	ka
et	et
nägema	`näät
sina	sä
üks	ühest
jälle	`jälle
jahu	jahudest
tegema	tee
aga	äga
nägema	`näät
sina	sä
üks+kord	ühe+korra
leib	leib
vaibuma	`vaibus
nõnda	nöndä
ära	ää
et	et
koor	koorus
olema	oli
pealt	päält
lahti	`lahti
kõik	käik
ning	ning
igavene	igavene
vaibuma	`vaibund
olema	oli
ning	ning
tegema	tee
teine+kord	teise+korra
jälle	`jälle
nii	nii
kena	kena
leib	leib
olema	oli
sedasi	sedasi
mhm	mhm
olema	pole
nõnda	nöndat
hakkama	`akkas
nõnda	nöndat
hakkama	`akkas
jah	jahh
nõnda	nönda
võtma	`vöttas
vesi	vesi
võtma	vöttab
suur	sured
vill	villid
peale	`pääle
siis	siis
ütlema	`ööttasse
villel	villel
kui	kuit
keema	`keema
minema	läheb
siis	siis
tulema	tuli
suur	sur
magus	magus
leib	leib
ei	ei
jälle	jälle
kuidas	kuidas
see	se
Pihlama	Pihlama
Viia	Viija
olema	oli
meie	meitte
Leena	Leenad
õpetama	`öppend
et	et
jälle	`jälle
esiti	esitti
ajama	aja
vesi	vesi
keema	`keema
ning	ning
siis	siis
esiti	esitti
panema	pane
vähe	vähe
jahu	jahusid
aga	aga
e	e
et	et
siis	siiss
siis	siis
tema	ta
ei	p
vaibuma	`vaibu
ära	ää
ning	ning
siis	siis
olema	oli
nii	nii
kena	kena
magus	magusa
maik	maiguga
leib	leib
ka	kaa
Viia	Viija
pidama	pidas
kaks	kaks
päev	`pääva
see	seda
lõime	`löimes
ka	kaa
jah	jahh
kaks	kaks
päev	`pääva
pidama	pidas
jah	jah
leib	`leiba
jah	jahh
ja	ja
siis	siis
olema	oli
nii	nii
kena	kena
siis	siis
olema	oli
kena	kena
kena	kena
ning	ning
kena	kena
magus	magus
leib	leib
olema	oli
noh	nohh
tegema	`tehti
laud	laava
peale	`pääle
suur	suured
olema	oli
ju	ju
jaah	jaah
sinna	`sönna
riputama	rippudetti
jahu	jahu
peale	`pääle
mina	maa
teadma	tää
meie	meittel
tegema	`tehti
ju	ju
hirmus	irm
hirmus	irm
suur	suured
leib	levad
need	nee
olema	olid
siuke	sihantsed
sedasi	sedasi
jaah	jaah
need	nee
olema	olid
siuke	sihantsed
siuke	sihantsed
siuke	sihantsed
suur	suured
ümmargune	ümarused
mina	maa
teadma	tää
Maris	Maris
piklik	`piklikud
olema	olid
Maris	Maris
olema	oli
mina	maa
teadma	tää
üks+kord	ühe+korra
jah	jahh
Maris	Maris
emm	emm
võtma	`vöttas
ikka	`ikka
lõime	`löimest
ära	ää
ning	ning
Maris	Maris
kikerdama	kikerdas
siis	siiss
need	nee
siuke	sihandseks
kena	kenaks
ümmargune	ümaruseks
ning	ning
Maris	Maris
panema	pani
ahi	`ahju
ka	kaa
emm	emm
panema	pani
siis	siis
laud	laava
peale	`pääle
