pahem+pidi	pahem+bidi
sügis	sügise
e	e-e
noh	nohh
aru+saadav	aru+saadav
sügis	sügise
mihkli+päev	`mihklibäst
mihkli+päev	`mihklibäst
kuni	kuni
mart	mardini
no	no
ja	ja
kuus	kuus
nädal	nädald
olema	on
see	seda
vahe	vahet
siis	siis
kui	kui
juba	juba
loom	loomad
ei	äi
olema	ole
väljas	väljas
enam	änam
loom	loomad
laut	`lautta
panema	`pandakse
siis	siss
e	e
hakkama	akkadi
need	neid
juba	juba
lõpetama	löppettama
seal	sääl
kui	kui
loom	loomad
olema	olid
ära	ära
tapma	tappet
ja	ja
puha	puhas
ja	ja
tapus	tappus
valmis	`valmis
tegema	`tehtud
et	et
olema	pole
loom	loomi
enam	änam
tapma	`tappa
olema	oln
ja	ja
e	e
siis	siis
siis	siis
tegema	`tehti
valmis	`valmis
ikka	`ikke
ikka	`ikka
enne	`enne
jõul	`jöulu
mart	mardi
aegu	`aegu
tegema	`tehti
valmis	`valmis
olema	pole
ka	ka
nägema	näin
mis+moodi	mis+moodi
tuli	tild
tegema	`tehti
see	see
pidama	pidi
hirmus	hermus
raske	`raske
koht	koht
olema	olema
aga	aga
see	sene
raud	rauwa
mina	mina
nägema	nägin
ja	ja
see	see
olema	`olli
sedasi	sedasi
e	e
sõrm	sörmed
pistma	pistedi
sedasi	sedasi
läbi	läbi
ja	ja
ja	ja
peksma	peksedi
see	sene
raud	rauwa
mina	ma
olema	olen
nägema	näin
kes	killega
peksma	peksedi
tuli	tuld
üles	ülese
mis+moodi	mis+`moodi
plint	plint
vastu	`vastu
plint	`plintti
või	vöi
mis	mis
üks	`ühte
asi	`asja
vastu	`vastu
peksma	`peksti
et	et
et	et
sealt	sealt
tulema	tuld
säde	sädemed
välja	`välja
ja	ja
siis	siis
mina	mina
ei	ei
teadma	tää
mis	mis
asi	asi
see	see
olema	`olli
siis	siss
e	e-e
kuivatama	kuivattadi
kase+toht	kase+`tohku
ja	jaa
ja	ja
mis	miss
tegema	tehedi
e	e-e
siis	siis
e	e
e	e-e
et	et
et	et
siis	sis
tuli	tule
põlema	pölema
saama	said
see	se
olema	on
hirmus	ermus
raske	`raske
aga	aga
siis	siis
kui	kui
mina	mina
mäletama	mälettan
siis	siis
olema	`ollid
ikka	`ikka
tikk	tikkud
juba	juuba
jaa	jaa
ikka	`ikke
ikka	`ikke
ikka	`ikke
aga	aga
mina	mu
ema	ema
ütlema	`ütles
ikka	`ikka
et	ett
et	eet
jälle	jälle
mis	mis
nüüd	nüid
viga	viga
elama	elada
olema	onn
kui	kui
olema	on
laps	lapsed
pisike	pisised
olema	on
tarvis	tarvis
öösel	`öösse
oh	oohh
tarvis	tarvis
öösel	`öösse
tuli	tild
et	et
sina	sa
pidama	pead
pool	poole
tund	`tundi
ja	ja
rohkem	`rohkem
see	seda
peksma	`peksma
ja	ja
mängima	`mängima
enne	`enne
kui	kui
tuli	tule
üles	üless
saama	saad
aga	aga
nüüd	nüid
võtma	`vööttasse
tikk	tikku
ots	otsast
sass	sass
tuli	tuli
üles	ülesse
noh	nohh
see	seda
mina	ma
rääkima	`rääkkisi
ikka	`ikka
et	et
see	see
raske	`raske
olema	onn
aga	aga
mina	mina
mina	mina
olema	pole
mina	mina
ei	äi
olema	ole
see	seda
nägema	näind
jah	jahh
see	seda
mina	ma
mäletama	mäletta
küll	küll
veel	veel
kui	kui
jälle	`jälle
e	e-e
noh	nohh
üks	ühed
üks	ühed
nii	nii
nii	nii
pikk	pitkad
pikk	pitkad
halg	halud
olema	olid
sedasi	sedasi
ve	ve
ja	ja
siis	siis
lööma	`löödi
peerg	peerud
ja	ja
peerg	peerg
ahi	ahju
e	e
nurk	nurga
sees	sees
olema	`olli
üks	üks
see	säne
raud	raud
e	e-e
kook	kook
olema	oli
või	vöi
see	seda
moodi	`moodi
ja	ja
siis	siis
peerg	piirg
pistma	pistedi
sinna	`sinna
vahele	vahele
ja	ja
see	see
olema	`olli
see	see
tulema	tuli
mina	mina
mäletama	mälettan
ka	ka
veel	veel
kui	kui
mina	mu
isa	isa
ostma	`ostis
e	e
meie	meil
lagi	lae
lamp	lambid
lamp	lambid
olema	`ollid
tulema	`tullid
ja	ja
ja	ja
kui	kui
tema	ta
kui	kui
kui	kui
tulema	`tullid
kell	kellad
mina	mull
e	e
noh	nohh
see	see
õde	höde
mis	mis
seal	sääl
vanade+kodu	vanade+godus
veel	veel
olema	onn
see	see
olema	on
üks	üks
kaks+teist	kaks+teist
aasta	`aastad
mina	moost
vana	vanem
tema	ta
olema	`olli
ikka	`ikka
juba	juba
juba	juba
e	e
jälle	`jälle
noh	nohh
alla	`alla
kaks+kümmend	`kahte+gümmend
tema	ta
olema	`olli
ja	ja
ütlema	`ütleb
et	et
no	no
e	e
olema	`olli
Suure+mõisa	Suure+möisas
tegu	tiul
ütlema	`ütleb
et	ett
et	eet
jälle	`jälle
isa	isa
pood	`poodi
olema	on
kell	kell
müük	müigile
tulema	tuln
et	et
ostma	osta
meie	`meile
ka	ka
kell	kell
isa	isa
ütlema	`ütles
mis	miss
e	e
mis	miss
e	e
kes	kis
see	seda
tundma	tunneb
mis	miss
see	sega
tegema	tehakse
e	e-e
et	et
meie	mee
ep	p
tundma	tunne
tema	ta
ometi	ometti
Ann	Ann
ütlema	`ütleb
et	et
no	no
mis	miss
sina	sa
see	selle
eest	eest
muretsema	muretsed
et	et
küll	küll
see	seda
tundma	`tunma
ka	kaa
kui	kui
teine	teised
inimene	inimesed
tundma	`tundvad
ju	ju
meie	mei
ka	ka
saama	saame
et	t
tooma	too
kell	kell
noh	nohh
aga	aga
kas	kas
see	se
isa	isa
siis	siis
olema	pole
julgema	`julgun
see	seda
tooma	`tooma
minema	`minna
et	et
äi	ääi
teadma	tea
mis	miss
asi	asi
see	see
olema	onn
tooma	toob
üks	ühe
asi	asja
ära	ära
ei	äi
teadma	tea
miski	midad
mis	mis
asi	asi
see	see
olema	on
ja	ja
siis	siis
Kärdla	`Kärdlal
elama	elas
meie	`meitte
sugulane	sugulane
üks	üks
Kokla	`Kokla
Madis	Madis
mina	ma
teadma	tea
küll	küll
kus+kohas	kuskohal
seal	sääl
Metsa	Metsa
tänav	tänav
kus	kus
tema	ta
elama	elas
see	see
tulema	`tulli
meie	`meile
viima	viis
meie	meild
üks	ühe
suur	suure
must	musta
lammas	`lamba
ära	ära
ja	ja
siis	siss
tooma	töi
meie	`meile
kell	kella
mina	mina
mäletama	mälettan
mina	mu
meel	`meeles
see	see
ka	ka
veel	veel
e	e
jälle	`jälle
nä	nä
meie	meil
olema	oll
siis	siiss
juba	juba
e	e
olema	`olle
korsten	`korsnaga
tuba	tuba
ema	ema
keetma	`keettis
pliit	pliida
peal	pääl
ja	ja
mina	mina
olema	olle
kell	kella
juures	juures
et	et
mis	miss
kell	kell
siis	siis
olema	onn
kui	kui
see	see
seier	seijer
nüüd	nd
sedasi	sedasi
olema	onn
mis	mis
siis	siis
olema	on
kui	kui
ema	ema
tüdinema	tüdis
viimaks	`viimaks
ära	ää
ütlema	`ütles
ah	ahh
ega	äga
sina	sina
see	seda
tundma	`tundma
saama	saa
mis	mis
sina	sa
seal	seal
nii+palju	nii+balju
küsima	küsid
mina	ma
olema	`olli
ikka	`ikka
pisike	pisine
veel	veel
e	e
jah	jahh
aga	aga
nüüd	nüid
ai	ai
tema	ta
iga+üks	ega+ühel
käsi	kää
peal	pääl
vaatama	vaadad
kuulma	kuule
kui	kui
kui	kui
pilv	`pilves
ilm	ilm
olema	oll
nemad	nad
aeg	aeg
nemad	nad
olema	pole
mitte	`mitte
miski	midagid
teadma	teadn
aga	aga
kui	kui
olema	oll
et	et
e	e
selge	`selge
ilm	ilm
siis	siis
need	ne
taevas	`taeva
märk	märgid
Sõel	Sööl
jaa	jaa
ja	ja
ja	ja
ja	ja
oh	ohh
need	nende
täht	`tähtedel
olema	`ollid
nimi	nimed
mis	mis
nemad	nemad
tundma	`tuntsid
e	e
siis	siis
need	`nende
järel	järel
elama	elasid
eks	eks
üks+kord	üks+kord
vanasti	vanast
käima	`käidi
ju	ju
seal	säll
mm	mm
e	e-e
vabrik	vabrigu
halg	`halgu
käima	`käidi
vedama	vidamas
sealt	sält
e	e
Kõpu	Köppu
mets	metsast
ja	ja
ja	ja
kus	kus
sina	sa
siis	s
see	seda
raha	raha
teenima	`teenist
siis	s
pidama	pidid
küll	küll
ka	kaa
otsima	`otsima
mina	mu
isa	isa
tulema	tuln
õhtu	`öhta
ära	ära
ja	jaa
mets	metsast
ja	ja
sööma	söi
ja	ja
panema	pani
magama	magama
ja	ja
magama	magas
ja	ja
ärkama	`ärkkas
üles	ülese
ja	ja
tarvis	`tarvis
hakkama	hakkatta
mets	`metsa
minema	minema
pilv	`pilves
ilm	ilm
ka	kaa
ei	äi
teadma	tea
mis	miss
mis	miss
aeg	aeg
olema	ond
ja	jaa
panema	pand
tema	tema
nägema	näind
küll	küll
et	et
hobune	hobusel
olema	on
nii	nii
vaev	vaev
laut	laudas
ei	äi
olema	ole
tahtma	tahtn
tema	tema
järel	järel
laut	laudast
välja	`välja
tulema	`tulla
ja	jaa
panema	pannud
hobune	hobuse
ette	`ette
ja	ja
hakkama	`hakkas
mets	`metsa
minema	minema
ja	ja
aga	aga
aga	aga
vabrik	vabrigus
olema	oli
siis	siis
ikka	`ikka
kell	kell
juba	juba
e	e
minema	läks
e	e
sinna	`senna
vabrik	vabrigu
jõgi	jöö
suu	suhu
vabrik	vabrigu
kell	kell
lööma	löi
kaks+teist	kaks+teist
noh	nohh
mis	mis
sina	sa
tahtma	tahad
tegema	tehh
aga	aga
tema	ta
minema	läks
ikka	`ikka
mets	`metsa
ja	ja
tooma	töi
oma	oma
koorem	`koorma
ära	ää
tulema	tuli
hommik	umigu
e	e
pime	pimes
kodu	koju
hämar	hämaras
kodu	kuju
jälle	`jälle
jah	jahh
need	nee
inimene	inimest
elama	elast
sedasi	sedasi
olema	pole
miski	midad
teadma	täädn
vat	vaat
see	seda
mina	mina
ei	äi
teadma	tea
see	seda
mina	mina
ep	p
mina	mina
olema	pole
ema	ema
käest	käest
see	seda
küsima	küsin
ja	ja
olema	pole
miski	midad
mina	mina
ei	äi
teadma	tea
see	seda
mis	miss
moodi	`moodi
mis	miss
moodi	`moodi
need	neid
e	e
mis	miss
moodi	`moodi
need	neid
leib	`leibu
küpsetama	küpsettadi
e	e
jah	jaah
mina	minu
ema	ema
mina	minu
ema	ema
kasvama	`kasvas
ja	ja
elama	elas
see	sennega
ja	ja
mina	minu
õde	höde
teine	teine
õde	höde
see	see
olema	on
nüüd	nüid
surema	surn
e	e-e
meie	mei
rääkima	`rääkkisime
tema	`taale
üks	ühe
kord	korra
et	et
võtma	vetta
kätte	`kätte
ja	ja
tegema	tee
meie	`meittele
aganane	aganast
leib	`leiba
e	e
et	et
meie	mei
tahtma	tahaks
nägema	näha
mis+sugune	`missugune
see	se
olema	onn
et	et
kui	kuii
e	e
mis	miss
teie	tei
sööma	`söitte
e	e
rääkima	`rääkkisime
ikka	`ikke
paar	paar
kord	`korda
tema	`taale
ema	ema
ütlema	`ütles
äh	ähh
teie	`teije
ei	äi
sööma	söö
see	seda
ometi	umetti
mis	mis
mina	ma
see	sest
tegema	tee
ja	ja
ja	ja
jääma	jähi
seda+moodi	seda+modi
pärast	pärast
küll	küll
meie	me
rääkima	`rääkkisime
et	et
meie	mei
olema	oleks
võima	vöin
ikka	`ikke
tema	`taale
rohkem	`rohkem
peale	`pääle
käima	`käija
et	eet
et	et
tema	ta
olema	oleks
tegema	tein
tema	taa
alati	alatti
ütlema	`ütles
et	et
see	see
olema	on
nii	nii
suur	suur
töö	töö
need	neid
suur	suri
agan	aganud
pidama	peab
siis	siis
tampima	`tamppima
ja	ja
leotama	`liuttama
ja	ja
et	et
jälle	`jälle
see	see
nii	nii
suur	suur
töö	töö
et	et
see	se
ei	i
maksma	maksa
see	seda
ära	ära
et	et
teie	tei
sööma	söö
see	seda
ometi	ometti
see	seda
leib	`leiba
ja	ja
jääma	jähi
seda+moodi	seda+modi
et	et
mina	mina
olema	pole
mitte	`mitte
enam	änam
nägema	näin
aganane	aganast
leib	`leiba
aga	a
kui	kui
mina	minu
ema	ema
elama	elas
elama	elas
sööma	söi
aganane	aganast
leib	`leiba
minu	moo
ema	ema
sünni+aasta	sünni+`aasta
olema	`olle
e	e-e
kaheksa+sada+neli+kümmend+neli	kahes+sada+neli+kümmend+neli
jah	jahh
tema	tema
sööma	söi
aganane	aganast
leib	`leiba
küll	küll
näh	nähh
näe	nää
siis	siis
olema	`olli
siis	siis
olema	`olli
nii+sugune	nii+sugune
leib	leib
et	et
e	e
rukis	rugi
vili	vili
laskma	`lasti
peen	`peeneks
ja	ja
see	sest
tegema	`tehti
leib	`leiba
e	e
näh	nähh
suur	suur
suur	suur
suur	suur
pikk	pitk
olema	`olli
e	e
ja	ja
siis	siis
tegema	`tehti
kuus	kuus
leib	`leiba
mahtuma	`mahtus
ahi	`ahju
kuus	kuus
leib	`leiba
tegema	`tehti
e	e-e
kus	kuss
kus	kuss
need	need
olema	olid
suur	suured
leib	levad
mina	maa
mina	maa
tegema	tegi
siis	sii
mina	maa
siis	sii
ka	kaa
veel	veel
ikka	`ikka
tegema	tegin
leib	`leiba
üks	ühe
kord	korra
üks	üks
va	va
laev	laeva
mees	mees
mõni	möned
käima	käisid
ikka	`ikka
vahel	vahest
leib	`leiba
otsima	`otsimas
sinna	`senna
no	no
kas	kass
mina	ma
jutustama	jüttusta
väga	väga
palju	`palju
keerama	keera
kinni	`kinni
või	vöi
kõik	köik
olema	pole
tarviline	`tarvline
mis	mis
mina	ma
rääkima	räägi
siin	sii
mm	mm
neh	nehh
jah	jah
mina	mina
andma	`antsin
tema	temale
terve	`terve
leib	leiva
ja	ja
mees	mees
vaatama	vaadab
et	et
mis	miss
mis	miss
moodi	`moodi
nii	nii
suur	suur
leib	leib
olema	on
tegema	`tehtud
ja	ja
küps	küps
olema	on
ka	kaa
ja	ja
ja	ja
vaatama	vaadab
ja	ja
vaatama	vaadab
mina	ma
ütlema	`ütlesi
et	et
kui	kui
see	seda
palju	`palju
olema	onn
et	et
mina	maa
võima	vöin
ju	ju
muist	muist
ära	ära
lõikama	leigatta
kui	kui
sina	sa
ei	i
tahtma	taha
nii	nii
palju	`palju
ei	äi
ei	äi
mina	ma
ära	ära
andma	anna
mitte	`mitte
see	seda
et	et
mina	ma
ära	ära
andma	anna
mitte	`mitte
aga	aga
aga	aga
vaata	vatta
mina	mina
vaatama	vaadan
mis	mis
moodi	`moodi
see	see
leib	leib
olema	on
tegema	`tehtut
neh	nehh
leib	leib
rukki+vili	rugi+vili
laskma	`lasti
veski	`veskil
peen	`peeneks
ja	ja
siis	siis
tegema	`tehti
õhtu	`öhtu
tegema	`tehti
sisse	`sisse
ja	jaa
hommik	humigu
sõtkuma	sötkudi
veel	veel
uuesti	uuwesti
ümber	`ümber
ja	ja
ja	ja
panema	`pandi
ahi	`ahju
kuus	kuus
leib	`leiba
mahtuma	`mahtus
ahi	`ahju
jah	jahh
vanasti	vanast
aga	aga
see	seda
olema	`olle
vanasti	vanast
ka	kaa
tegema	`tehtut
kui	ku
mina	muu
ema	ema
veel	veel
noor	noor
inimene	inmene
olema	oln
siis	siis
tegema	tehedi
jõul	`jöuluks
üks	üks
tegu	tegu
e	e
hüüdma	`hüittaks
hüüdma	`hüittaks
selge	`selge
leib	leib
ehk	ähk
laps	`laste
leib	leib
ja	ja
jõul	`jöuluks
olema	oli
tegema	`tehtut
siis	siis
e	e
olema	`olli
sööma	`söödud
aga	aga
üks	üks
hoidma	`hoittud
küünla+päev	`küindlabäks
e	e
see	see
olema	onn
sedasi	sedasi
et	et
jõul	`jöulu
ja	ja
küünla+päev	`küindlaba
vahe	vahet
olema	on
kuus	kuus
nädal	nädald
üks	üks
hoidma	`hoittud
siis	siis
küünla+päev	`küindlabeks
mina	ma
rääkima	räägin
noh	nohh
mina	muu
tütar	tüttar
olema	aa
siin	sii
sadam	sadamas
putka	putkas
müüma	`müimas
oh	ohh
ei	äi
see	seda
ei	äi
tahtma	taha
see	see
see	see
kõva	köva
see	see
eilne	`eildine
leib	leib
see	see
ei	äi
ei	äi
mina	maa
ei	i
tahtma	taha
see	seda
aga	aga
aga	aaga
aga	aga
see	see
seisma	`seisis
kuus	kuus
nädal	nädald
ja	ja
siis	siis
sööma	`söödi
ära	ära
ju	juu
see	see
ka	kaa
kõva	köva
olema	onn
jah	jaah
mis	mis
moodi	`moodi
vanasti	vanasti
elama	eladi
jah	jaahh
aga	aga
see	selle
mina	mena
aasta+number	`aasta+`numberd
ei	äi
teadma	tea
mina	mena
tema	taa
e	e
tema	taa
see	senne
Vöö	Vöö
Vöö	Vöö
keerama	keera
kinni	`kinni
vahel	vahel
mina	maa
mina	ma
jutustama	jüttusta
nii	nii
palju	`palju
e	e
üks	üks
mees	mees
olema	`olli
mina	mina
olema	olin
veel	veel
lapseline	lapseline
suur	suur
pikk	pitk
kõver	köver
mees	mees
olema	`olli
Vöö	Vöö
e	e-e
Vöö	Vöö
Peet	Peet
hüüdma	`üitti
tema	teda
tema	ta
poja+poeg	poea+boeg
elama	elab
praegu	`präägult
veel	veel
Palu+küla	Palugülas
seal	sääl
Vöö	Vöö
pere	peres
ah	ahh
käima	käisid
seal	seal
siis	s
ka	kaa
näe	nää
meie	mei
olema	oleme
e	e-e
tema	tema
meie	mei
olema	oleme
sugulane	sugulast
tema	tema
ema	ema
ja	ja
mina	muu
isa	isa
olema	olid
õde	höde
ja	ja
vend	`venda
Vöö	Vöö
Priidu	Priidu
e	e
jälle	`jälle
ja	ja
tema	tema
isa	isa
olema	`olle
olema	olnd
olema	`olle
rääkima	räägit
et	et
üks	ühed
hea	head
asi	asjad
olema	onn
siis	siis
hüüdma	`hüitti
õun	öunad
maa+õun	maa+öunad
ja	ja
puu+õun	puu+öunad
hüüdma	`hüitti
et	et
õun	öun
olema	onn
nüüd	nüd
tulema	tuleb
müük	müigile
siia	`siija
et	et
tooma	tuuwakse
õun	`öuna
et	et
pidama	`peavad
hea	head
näh	nähh
aitama	`aittavad
sööma	`süija
ja	ja
nemad	nemad
niitma	niitn
ka	kaa
või	vöi
nemad	nemad
e	e-e
nemad	nemad
e	e
ostma	ostn
ka	kaa
siis	siis
ja	ja
nemad	nad
olema	`ollid
heina+maa	heina+mal
olema	oln
kus	kuss
e	e
kus	kuss
e	e
kus	kus
näh	nähh
ega	ega
sina	sa
olema	oled
võõras	vööras
inimene	inimene
sina	sina
teadma	tää
kus	kus
see	see
Raja+mägi	Raea+mägi
olema	onn
e	e
mägi	mäeld
üles	üles
minema	lähed
see	see
heina+maa	heina+m
mis	miss
e	e
jälle	`jälle
parem	paremat
käsi	kätt
olema	onn
niitma	niitn
sealt	säält
hein	`heina
ja	ja
näe	nää
olema	aa
viima	viin
kartul	`kardled
sinna	`senna
ja	ja
e	e
panema	pannund
need	ne
siis	sis
katel	`katla
sisse	`sisse
vesi	vett
peale	`pääle
ja	ja
panema	pannund
tuli	tulele
ajama	aand
keema	`keema
hakkama	`akkan
katsuma	`katsuma
kartul	`karduld
kõva	kövad
ütlema	`ütlen
et	et
et	et
kiitma	kiidedaks
peale	`peale
et	et
hea	head
asi	asjad
hea	head
asi	asjad
need	nee
aitama	`aitta
ikka	`ikka
mitte	`mette
kuskile	`kuskile
sööma	söön
oma	oma
sööma	sööma
ära	ära
ja	ja
jääma	jään
need	nee
kartul	`kardled
jääma	jään
sinna	`sinna
vesi	vee
sisse	`sisse
ja	ja
ja	ja
minema	läin
uuesti	uuwest
niitma	`niitma
jälle	`jälle
et	ät
näe	nää
ei	äi
näe	nää
ei	äi
aitama	`aitta
mitte	`mitte
kuskile	`kuskile
et	et
need	nee
ei	äi
aitama	`aitta
inimene	inimestele
sööma	`süija
tulema	tuln
ära	ära
ja	ja
siis	siis
hakkama	`hakkan
katsuma	`katsuma
siis	siis
olema	oln
hea	head
siis	siis
aitama	`aittan
sööma	`süija
ja	ja
ja	ja
siis	siis
kartul	`kardled
ligunema	ligusid
pehme	`pehmeks
hee	hee
et	et
jälle	`jälle
aga	aga
nüüd	nüid
nüüd	nüid
oh	ohh
kartul	`kardled
kartul	`kardled
tegema	tehakse
mitu	`mütmed
asi	`asju
need	`nendest
ja	ja
ja	ja
iga	egase
koht	`kohta
ja	jaa
inimene	inimest
elama	elast
olema	pole
teadma	`täädan
mis	miss
kartul	`kardul
olema	on
Hiiu+maa	Hiiju+maal
olema	pole
kartul	`karduld
olema	oln
siis	siis
saama	saan
siis	siis
saama	saan
tarkus	`tarkkuse
kätte	`kätte
et	et
oma	oma
käes	kää
olema	`olle
viga	viga
et	et
olema	pole
olema	pole
nii	nii
kaua	kauwa
keetma	keetn
et	et
olema	oleks
kartul	`karduld
pehme	`pehmeks
saama	saan
nemad	naad
ajama	aast
keema	`keema
kord	korra
ja	ja
ja	ja
võtma	`vötsid
ära	ää
ja	ja
olema	`olle
kõva	köva
aitama	`aitta
kuskile	`kuskile
jah	jaahh
ja	ja
aga	aga
inimene	inimest
elama	elasid
ka	kaa
ja	ja
mis	mis
asi	asja
ei	ai
olema	ole
ei	äi
olema	ole
sahk	sahad
tulema	`tullid
mina	münu
aeg	aea
sees	sees
mina	münu
aeg	aea
sees	sees
mm	mm
e	e-e
ader	adradega
ader	adradega
kündma	`küntti
jaa	jaa
ja	ja
olema	oln
veel	veel
esi+algu	esi+`algu
sedasi	seasi
et	et
puu	puu
vannas	`vandad
olema	oln
aga	aga
viimaks	`viimuks
lööma	`löödi
siis	siis
meie	meil
kolme+haraline	kolme+haralik
e	e-e
raud	raud
vannas	vannas
sinna	`sönna
otsa	`otsa
mis	miss
nii	nii
siis	siis
olema	oln
palju	palju
kerge	`kergem
puu	puu
vannas	`vandaga
kündma	`künttud
olema	pele
raud	raud
vannas	vannast
ots	`otsas
olema	oln
mõlemad	mölemad
võima	vöis
kaks	kaks
hobune	hoost
ette	`ette
panema	`panna
ja	ja
kaks	kaks
härg	`härga
ka	kaa
ette	`ette
panema	`panna
kaks	kaks
härg	`härga
näh	nähh
kaks	kaks
härg	`härga
vedama	vedast
ära	ära
mina	mina
kündma	`küntsin
härg	`härgadega
kündma	`küntsin
mina	ma
käima	käisi
ikka	`ikka
mõis	`möisas
seal	sääl
ja	ja
inimene	inimest
olema	pole
olema	pole
uskuma	`uskun
nüüd	nüid
pere+kond	pere+gonnad
küla	külad
olema	pole
uskuma	`uskun
ep	p
teadma	tää
mis	mis
sahk	sahk
olema	onn
nemad	nad
ep	p
teadma	tää
kuulma	`kuulsid
et	et
sahk	sahk
olema	on
olema	olemas
aga	aga
mina	mina
käima	käisin
mõis	`möisas
töö	tööl
ja	ja
mina	mina
kündma	`küntsin
mina	mina
kündma	`küntsin
sahk	sahaga
ja	ja
ja	ja
siis	siis
minema	läksin
kodu	kodu
ja	ja
siis	si
isa	isa
ostma	`ostis
oma	omal
ka	kaa
sahk	saha
isa	isa
ostma	`ostis
sahk	saha
ja	ja
mina	mena
ikka	`ikka
kündma	`küntsin
siis	siis
see	sennega
ja	ja
ja	ja
siis	siis
kui	kui
mina	ma
sealt	säält
ära	ära
tulema	`tulli
siis	siis
naaber	`naabrist
ütlema	`ütlest
veel	veel
et	et
ei	äi
teadma	tää
kes	kis
nüüd	nüid
teine	teise
pere	beres
kes	kis
nüüd	nüid
seal	sääl
kündma	`kündma
hakkama	`hakkab
sahk	sahaga
et	et
Liisa	Liisa
minema	läheb
ära	ära
Liisa	Liisat
olema	pole
enam	änam
kes	kes
sahk	sahaga
kündma	künnab
siis	siis
hakkama	`hakkast
juba	juba
sahk	sahaga
ikka	`ikka
kõik	köik
kündma	`künma
